Gene_id,CTRL1,CTRL2,CTRL3,EVE1,EVE2,EVE3,description
TC007993,4460,4771,4722,5457,5261,5456,Signal recognition particle receptor subunit alpha homolog-like Protein 
TC007508,0,0,2,0,1,0,Phosphatidylinositol-glycan biosynthesis class X protein-like Protein 
TC007507,3602,3683,3790,3410,3264,3636,Breast cancer metastasis-suppressor 1-like protein 
TC007506,1904,1835,1760,2233,2091,2313,None
TC032792,4,7,10,5,4,9,Gamma-sarcoglycan-like Protein 
TC007504,1,1,0,1,0,0,None
TC007994,0,1,0,0,0,0,None
TC007995,16,16,15,20,27,43,None
TC007996,274,241,262,294,513,873,None
TC032793,4,5,3,5,11,13,None
TC007500,129,92,94,146,132,174,None
TC007999,10358,10540,10980,9135,8651,8184,26S protease regulatory subunit 4-like Protein 
TC007499,2499,2735,2494,2705,2551,2818,None
TC007498,2118,2002,1910,2672,2359,2509,Protein yippee-like 
TC008000,356,381,309,401,344,342,Acyl-CoA synthetase family member 4 homolog-like Protein 
TC007497,15988,16295,16755,17513,17621,17463,Rab GDP dissociation inhibitor 
TC008001,10831,11918,11916,11401,11322,11850,Phospholipid-transporting ATPase 
TC032794,23428,23445,22843,19589,24414,20050,None
TC007494,0,2,4,1,2,3,None
TC007493,12,19,24,7,13,29,None
TC008002,1038,989,1032,1259,1143,1379,Exonuclease 3'-5' domain-containing protein 1-like Protein 
TC007492,1923,2257,3141,2993,3818,4625,Giant 
TC007491,2029,1948,1991,2336,2153,2565,"40S ribosomal protein S12, mitochondrial-like Protein "
TC008003,70,69,55,55,65,45,None
TC008004,343,318,274,510,468,360,None
TC008005,1638,1872,1591,1612,2421,2944,None
TC032795,17,15,15,20,28,39,Dopamine D2-like receptor 
TC008007,41,33,39,43,38,72,Transient receptor potential channel pyrexia-like Protein 
TC032796,1,4,1,2,4,4,None
TC008008,0,0,0,0,0,0,None
TC007486,4087,4276,3967,4348,3944,4256,Dosage compensation regulator-like Protein 
TC008009,208,151,135,141,86,74,Open rectifier potassium channel protein 1-like Protein 
TC032797,1685,1584,1651,2186,2851,2312,Kinase 
TC008010,202,124,151,80,331,156,None
TC031102,706,589,659,817,827,757,None
TC008011,7,4,9,4,9,7,None
TC008012,7430,7422,7680,7425,8016,7589,Serine/threonine-protein kinase PAK mbt-like Protein 
TC007481,1113,813,943,743,1103,613,Serine/threonine-protein kinase SIK2-like Protein 
TC008013,0,2,3,1,2,0,None
TC007480,4855,5203,5244,5422,5628,5881,None
TC008014,30446,32124,32156,30020,30492,31166,None
TC008015,9278,9387,10021,10267,10186,10041,Proteasome subunit alpha type 
TC008016,5294,5511,5818,5947,6592,6853,Ectonucleoside triphosphate diphosphohydrolase 5-like Protein 
TC007479,4102,4078,4088,4564,3997,4580,Putative Ufm1-specific protease 2-like Protein 
TC007478,10,23,30,22,24,16,Leucine-rich repeat-containing protein 56-like Protein 
TC007477,39,50,40,60,36,39,Synaptotagmin 1-like Protein 
TC007476,1523,1604,1650,1910,1847,1667,Glutaredoxin domain-containing cysteine-rich protein CG31559-like Protein 
TC008017,0,1,0,1,2,1,None
TC007475,76,72,78,43,57,32,Soluble guanylate cyclase 88E-like Protein 
TC008018,76,88,86,32,49,27,Head-specific guanylate cyclase-like Protein 
TC008019,15,6,8,8,4,15,RIB43A-like with coiled-coils protein 2 
TC007473,114,136,126,115,90,92,Histone deacetylase Rpd3-like Protein 
TC008020,1406,1491,1457,1715,1580,1526,None
TC007472,2835,3027,2955,3226,2966,3047,Vacuolar-sorting protein SNF8 
TC008021,4011,4291,4080,4362,4036,4966,None
TC008022,5002,5787,5667,5643,5567,5386,None
TC032798,75076,78353,83211,85827,84482,88745,Nucleosome assembly protein 1-like 1 
TC032799,940,1054,991,743,590,690,Histone deacetylase 
TC008023,1091,1049,1088,1195,1151,1217,Hexosyltransferase 
TC007470,1798,2011,1770,1782,1678,1929,Protein white-like Protein 
TC008024,1537,1503,1523,1907,2210,1774,Icarapin-like 
TC030196,74,78,59,51,39,47,Gustatory receptor 
TC030194,5,9,3,11,11,13,Gustatory receptor 
TC030193,7,9,11,4,7,8,Gustatory receptor 
TC032800,23,19,15,17,22,34,None
TC030192,0,0,0,0,0,0,Gustatory receptor 
TC032801,3225,3408,3156,3376,2831,3325,Phosphoinositide phospholipase C 
TC030191,3,1,1,1,4,3,Gustatory receptor 
TC008028,365,316,391,319,275,129,"Tryptophan 2,3-dioxygenase "
TC007467,7003,7088,6757,10668,9017,10928,Protein white-like Protein 
TC007466,32343,34370,32666,39192,38747,35664,Protein white-like Protein 
TC008029,1785,1882,1774,1506,1496,1737,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like Protein "
TC007465,646,553,568,496,474,561,Homocysteine S-methyltransferase 1-like Protein 
TC008030,4072,4088,4240,4521,4380,4399,"NADH dehydrogenase  1 alpha subcomplex subunit 10, mitochondrial "
TC008031,1,2,3,7,5,4,None
TC008032,258,277,282,274,263,371,None
TC008033,2514,2623,2641,3127,3596,3479,None
TC007464,1003,1026,1051,1189,1228,1414,None
TC008034,2,2,0,0,0,0,None
TC007463,945,1002,890,931,925,1034,None
TC008035,3572,4032,3707,4367,3347,4327,Putative multidrug resistance-associated protein lethal(2)03659-like Protein 
TC007462,0,0,0,1,0,0,None
TC032803,2025,2018,2057,1829,1643,1563,Kinesin-like protein CG14535 
TC007461,1,0,3,2,1,0,None
TC007459,1,1,4,0,0,1,None
TC008041,3,3,0,1,2,1,None
TC008043,34192,35175,33847,37582,35820,31505,Nidogen-2-like Protein 
TC007458,4042,4120,4198,4179,4355,4560,None
TC007457,1322,1441,1349,1371,1320,1327,RING-box protein 1A-like Protein 
TC007456,551,571,621,665,637,653,Zinc finger protein 782-like Protein 
TC008044,7732,8035,8455,7736,7628,7268,None
TC007455,29,25,36,32,36,28,Tetratricopeptide repeat protein 29-like Protein 
TC008045,13084,13499,13108,12996,13074,13451,Coronin 
TC007454,1724,1668,1828,2184,2033,1964,Ubiquitin-fold modifier 1 
TC007453,2738,2941,3003,2637,2853,2879,Nuclear transcription factor Y subunit alpha-like Protein 
TC034653,0,0,0,0,0,0,None
TC032804,0,0,0,0,0,0,None
TC007452,31417,32374,31518,28196,33293,29415,Homeodomain-interacting protein kinase 2-like Protein 
TC008046,90,99,85,64,109,60,None
TC008047,12984,13789,14027,13307,15781,14591,None
TC008048,2646,2463,2812,3639,4433,5210,None
TC007451,14,17,40,21,38,33,Cyclin-dependent kinase inhibitor 1-like Protein 
TC008049,2694,2842,2719,4041,3462,3012,None
TC007450,32,56,46,49,96,62,None
TC007449,35,23,23,25,16,17,None
TC008050,4,10,2,2,8,4,None
TC007448,2259,2299,2303,2548,2466,2745,None
TC034654,0,0,0,0,0,0,None
TC008051,2142,2106,2340,2618,2456,2495,None
TC007447,5150,5368,5297,5744,5491,5557,"alpha-1,2-Mannosidase "
TC008052,8,7,5,0,7,4,None
TC007446,5747,5913,6306,4470,4766,4567,Sprouty 
TC008053,81,100,68,65,74,65,None
TC032805,375,413,418,291,340,324,None
TC008054,3,7,2,2,5,9,None
TC008055,9,7,7,7,8,12,None
TC007445,0,0,0,0,0,0,None
TC007444,19044,20621,20180,23430,21903,24287,Eukaryotic translation initiation factor 5B-like Protein 
TC007443,1750,1897,1826,1829,1749,1918,TIP41-like protein 
TC032806,12,10,18,7,17,18,TWiK family of potassium channels protein 7-like Protein 
TC030314,0,2,0,0,0,2,Odorant receptor 
TC008057,21023,19883,19345,18908,24707,19074,Lipid storage droplets surface-binding protein 1-like Protein 
TC008058,3079,1420,2935,7848,6144,2796,Cytochrome P450-like protein 
TC008059,6309,6679,6769,7518,7127,7446,"Protein tumorous imaginal discs, mitochondrial-like Protein "
TC007442,277,317,246,352,256,351,None
TC008060,214,260,269,280,272,285,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase-like Protein "
TC008061,3569,3782,3883,3161,3311,3226,Protein lethal(2)denticleless-like Protein 
TC008062,4984,5310,5034,9642,9555,9137,Sloppy-paired 
TC030341,2,0,2,1,2,4,Odorant receptor 
TC030340,1,2,0,1,2,1,Odorant receptor 135 
TC030339,1,3,2,3,4,4,Odorant receptor 
TC030338,2,2,0,1,2,2,Odorant receptor 
TC008063,0,0,0,0,2,2,Odorant receptor 
TC008064,3575,3610,3525,7695,6747,6568,Sloppy paired 1 
TC008065,0,0,0,1,0,0,None
TC007441,271,261,232,321,295,374,None
TC007440,22,15,23,15,26,29,None
TC007439,4298,4714,4573,4600,3926,4695,None
TC008066,2516,2606,2641,2839,2789,2766,Myotubularin-related protein 8-like Protein 
TC007438,1362,1441,1443,1442,1263,1346,Mitochondrial ribonuclease P protein 3-like Protein 
TC008067,3771,4404,4109,4051,3846,4430,UHRF1-binding protein 1-like 
TC007437,2472,2312,2475,2700,2518,2538,Protein dpy-30 homolog-like Protein 
TC007436,3610,3824,4016,4716,4398,4545,Uridine 5'-monophosphate synthase-like Protein 
TC007435,12640,13827,13884,14032,15028,14990,RNA cytidine acetyltransferase 
TC008068,0,0,0,0,0,0,Ganglioside GM2 activator-like Protein 
TC008069,25,33,32,43,40,38,None
TC007434,9697,9841,9910,9850,10762,10321,E3 ubiquitin-protein ligase UBR1-like Protein 
TC008070,17,6,13,12,26,31,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 1 "
TC008071,2,0,0,1,2,1,None
TC007433,5,2,3,2,4,7,Nose resistant to fluoxetine protein 6-like Protein 
TC007431,10811,10949,11514,10186,9194,7260,Transmembrane and TPR repeat-containing protein CG4050-like Protein 
TC007430,1977,1538,1760,1768,1762,1508,None
TC008073,38,46,49,31,35,30,Adenylate cyclase type 10-like Protein 
TC007429,657,544,563,420,611,558,None
TC008074,0,1,1,0,3,2,None
TC007428,0,0,0,0,0,0,None
TC007427,63,83,87,74,70,86,None
TC008075,0,0,0,1,0,0,None
TC007425,0,0,0,0,0,0,None
TC008076,0,1,0,0,0,0,None
TC007424,1,8,6,4,7,8,None
TC008077,5949,5736,6392,7408,6870,7186,Signal peptidase complex subunit 3-like Protein 
TC007423,1520,1558,1638,1947,1676,1829,Circulating cathodic antigen homolog-like Protein 
TC007422,6965,7243,7005,7437,7829,7623,Protein transport protein Sec24B-like Protein 
TC007421,5177,5444,5393,6004,6007,6255,RNA-binding protein 28-like Protein 
TC008078,5447,6071,5899,6850,6567,7095,Putative histone-arginine methyltransferase CARMER-like Protein 
TC007420,3367,3590,3583,3374,3497,3368,Alpha-N-acetylgalactosaminidase-like Protein 
TC007419,2650,2314,2489,1863,1436,1301,None
TC032808,1265,1143,1313,818,689,645,None
TC008079,2,2,1,0,0,0,None
TC008080,0,1,0,0,0,1,None
TC007416,1,0,0,0,0,0,None
TC032809,0,1,0,1,0,0,None
TC008081,0,0,1,0,0,0,None
TC008082,0,0,0,0,2,0,None
TC007414,0,2,1,0,0,0,None
TC031104,5,0,2,5,2,1,None
TC032810,2,0,1,0,0,1,None
TC007411,118,95,89,102,62,45,None
TC007410,5424,6054,5714,6065,5122,5830,Ankyrin repeat and SAM domain-containing protein 1A-like Protein 
TC008086,2090,2161,2160,2235,1989,2149,Transmembrane 7 superfamily member 3-like Protein 
TC007409,6225,6251,6254,6589,5535,4742,Twin of eyeless 
TC008090,599,593,562,659,507,399,Torso-like protein 
TC008089,8,9,9,11,5,5,None
TC007408,15,20,19,21,21,11,None
TC007407,1913,1997,1987,2338,1945,2285,Tetratricopeptide repeat protein 5-like Protein 
TC008091,10420,10533,11036,12948,12464,12559,Ubiquitin-like protein 3 
TC008092,732,773,795,708,785,674,Zinc finger protein 778-like Protein 
TC007406,46541,46485,48710,55378,52415,53041,60S ribosomal protein L9-like Protein 
TC032811,15117,15674,15904,13239,12175,11252,None
TC030197,0,0,1,0,0,0,Gustatory receptor 
TC008096,61,54,48,49,63,49,Dorsal 2 
TC008097,95,75,75,66,87,62,None
TC008098,3,4,3,3,5,4,None
TC007405,4,4,0,4,0,2,None
TC007404,1,2,3,2,3,1,None
TC008099,9285,10858,10246,12395,12163,11375,None
TC007403,3297,3239,3156,3501,3162,3562,Putative glutamine-dependent NAD(+) synthetase-like Protein 
TC008100,109,115,125,115,115,114,Cytosolic carboxypeptidase NnaD-like Protein 
TC008101,2893,3379,3023,3549,3305,3174,None
TC008102,2189,2092,2243,2425,2071,1963,None
TC008103,3313,3479,3246,3379,2808,3570,PHD finger protein 21A-like Protein 
TC007402,0,1,1,0,0,0,None
TC008104,1,0,0,0,1,1,None
TC007401,109,133,109,120,81,173,None
TC032812,37,37,40,48,49,46,None
TC008105,0,0,0,0,0,0,None
TC008106,0,1,2,6,3,3,None
TC007400,54,59,46,69,55,48,None
TC008107,4504,4506,4459,4315,4319,4553,WD repeat-containing protein 48 homolog-like Protein 
TC008108,1,3,2,2,4,3,None
TC032813,336,362,303,365,412,478,Cytoplasmic dynein 2 heavy chain 1-like Protein 
TC007399,0,0,0,0,0,0,None
TC007398,1494,1602,1564,1552,1405,1588,None
TC008110,143,128,128,198,183,341,PDF receptor-like Protein 
TC007397,6287,6711,6979,6735,6509,6698,Calreticulin-like Protein 
TC007396,1156,1188,1083,1290,1139,1357,Putative neutral sphingomyelinase-like Protein 
TC008111,11011,12474,12079,13723,13380,14124,None
TC007395,784,898,830,970,890,968,Mannose-6-phosphate isomerase 
TC007394,91,94,71,88,69,74,None
TC007393,927,1048,1012,1077,1026,1154,5'-nucleotidase 
TC007391,0,0,0,0,0,1,None
TC008112,148,185,158,78,112,99,None
TC007389,6,7,5,4,9,6,None
TC032815,50872,54225,52238,45982,52714,46423,Teneurin-m-like Protein 
TC007388,0,1,1,3,0,0,None
TC007387,1,1,3,2,2,1,None
TC007386,10,13,19,9,8,17,None
TC008114,15,11,10,17,11,6,None
TC008115,10,7,5,5,8,8,None
TC008117,7,8,3,5,5,6,UPF0501 protein KIAA1430-like Protein 
TC008118,6004,6269,6411,7049,7019,6869,Stromal interaction molecule homolog-like Protein 
TC007385,105,86,87,99,72,91,"Alpha-(1,3)-fucosyltransferase B-like Protein "
TC008120,7,3,8,6,1,7,None
TC008119,0,0,0,0,0,0,Facilitated trehalose transporter Tret1-2 homolog-like Protein 
TC032816,1064,1131,1133,1525,1310,1466,Retroactive 
TC034655,0,0,0,0,0,0,None
TC008121,5272,5336,5415,4498,4784,4695,Protein lin-9 homolog-like Protein 
TC007383,5061,5132,5557,5272,5124,5384,None
TC007382,12483,13329,13435,12191,13646,13517,None
TC007381,3031,2914,2978,2535,2648,2582,None
TC008122,779,850,855,1010,787,973,Transmembrane protein 41 homolog-like Protein 
TC032817,1553,1623,1614,1662,1585,1737,None
TC032818,537,571,491,685,549,764,None
ENSRNA022735657,0,0,0,0,0,0,tRNA-Cys for anticodon GCA
TC032819,42,18,22,13,23,20,None
TC008125,38,34,48,34,46,48,None
TC034656,0,0,0,0,0,0,None
TC008126,409,443,405,382,408,419,None
TC007379,0,0,1,1,0,0,None
TC007378,1,1,0,0,0,0,None
TC008127,32249,33880,35955,27658,26872,21603,None
TC007377,3564,3305,3496,4247,3461,3382,Kielin/chordin-like protein 
TC032820,2,4,5,3,1,3,None
TC007376,3014,3489,3324,3511,3130,3389,"Chaperone activity of bc1 complex-like, mitochondrial "
TC008128,750,777,741,889,783,883,"N-alpha-acetyltransferase 38-B, NatC auxiliary subunit-like Protein "
TC008129,1781,1926,1891,2017,1908,2024,N-alpha-acetyltransferase 30-like Protein 
TC007375,3883,4121,4184,4693,4729,5368,ESF1 homolog-like Protein 
TC008130,2291,2685,2514,2734,2453,2800,Mitochondrial import inner membrane translocase subunit TIM44 
TC007374,155,190,189,186,183,188,"Succinate dehydrogenase  flavoprotein subunit, mitochondrial "
TC007373,394,415,469,496,285,385,Nuclear RNA export factor 2-like Protein 
TC008131,3541,3816,3567,4234,3480,3957,Nuclear RNA export factor 2-like Protein 
TC008132,0,0,0,1,0,0,None
TC008134,971,905,883,889,841,937,Connectin-like Protein 
TC008133,0,0,0,0,0,1,None
TC008135,29,20,28,14,19,13,Ammonium transporter Rh type B-like Protein 
TC007371,5,1,5,5,13,15,Insulin-like receptor 
TC007370,1096,1061,1213,743,1023,833,Tyrosine-protein kinase receptor 
TC008136,273,358,505,334,462,536,Molybdenum cofactor synthesis protein cinnamon-like Protein 
TC007369,1560,1691,1703,2314,1748,2159,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial-like Protein "
TC007368,4,12,3,15,14,12,None
TC032821,6560,7042,7022,6422,6270,6288,None
TC032822,7720,8207,8332,8610,8539,8297,Protein kinase shaggy-like Protein 
TC007367,4,11,1,3,3,4,None
TC032823,1351,1405,1359,1835,1697,1571,Leucine-rich repeat protein soc-2 homolog-like Protein 
TC008142,3060,3055,2976,3153,3006,3126,Histone acetyltransferase 
TC007364,282194,284617,305619,334195,307853,305639,40S ribosomal protein S2-like Protein 
TC008143,543,500,497,537,543,622,None
TC032824,11518,12383,11717,11090,11783,11332,None
TC008144,3,2,6,1,2,2,None
TC008145,0,4,3,5,4,4,None
TC007360,106,114,85,70,97,64,None
TC007359,18194,17767,18544,16853,16666,16554,Putative oxidoreductase GLYR1 homolog-like Protein 
TC008146,16908,17636,17933,20650,19503,18412,None
TC007358,10326,10447,10724,9248,9472,9226,Putative oxidoreductase GLYR1-like Protein 
TC007357,10137,11231,11116,11155,11840,13013,Plenty of SH3s 
TC032825,13665,16272,15568,16883,16947,17232,None
TC007355,15,28,14,21,21,9,None
TC008147,4579,4579,4643,5366,4984,5310,NEDD4 family-interacting protein 1-like Protein 
TC007353,1991,1863,1976,2320,2064,2149,UPF0587 protein CG4646-like Protein 
TC007352,1228,1292,1339,1265,1249,1310,None
TC007351,4594,4727,4762,5634,4626,3628,Spondin-1-like Protein 
TC007350,112,132,135,215,194,365,None
TC008148,35,37,35,65,41,59,None
TC007349,251,313,310,257,225,178,Arylsulfatase I-like Protein 
TC007348,2508,2827,2647,3001,2446,2686,Zinc transporter 9-like Protein 
TC008149,6,8,5,3,4,14,Proton-coupled amino acid transporter 4-like Protein 
TC008150,6,5,3,4,3,5,Proton-coupled amino acid transporter 4-like Protein 
TC034657,0,4,1,0,1,0,Protein croquemort-like protein 
TC008151,13846,14123,13767,13863,14239,13543,Low-density lipoprotein receptor-related protein 6-like Protein 
TC007347,56,83,54,56,38,43,None
TC008152,22,24,24,22,15,22,None
TC008153,2077,2101,2228,2304,2155,2233,Barrier-to-autointegration factor-like Protein 
TC007346,5242,4730,5352,5413,4586,4641,Triosephosphate isomerase 
TC008154,7275,7292,7187,7117,8097,7301,"Beta-1,4-mannosyltransferase egh-like Protein "
TC007345,2631,2639,2616,2752,2577,2733,None
TC008155,0,0,0,0,0,1,None
TC008156,264,348,302,305,441,817,None
TC007344,3545,3717,3708,3640,3570,3802,DNA topoisomerase 
TC008157,1896,1818,1800,2034,1725,2169,Maternal effect protein staufen-like Protein 
TC032826,10,3,4,7,8,10,None
TC008159,5,2,0,1,1,1,None
TC007342,3,2,1,0,1,1,Odorant binding protein C15 
TC032827,0,0,0,0,0,0,Polyubiquitin-like Protein 
TC008161,0,1,0,0,2,0,Odorant binding protein C16 
TC008162,1,0,1,0,0,2,Odorant binding protein C17 
TC008163,615,570,644,498,556,673,Leucine-rich repeat-containing G-protein coupled receptor 5-like Protein 
TC007340,238,238,244,243,336,377,None
TC032828,6496,6569,6623,7174,6977,7865,Echinoderm microtubule-associated protein-like CG42247 
TC007338,6,9,7,7,0,4,None
TC007337,1568,1646,1674,1827,1463,1661,Protein lin-52 homolog-like Protein 
TC008164,4608,4896,4931,5257,5039,5850,None
TC007336,5266,5364,5400,5506,5219,5350,REST corepressor-like Protein 
TC008165,782,800,897,1091,975,1095,"39S ribosomal protein L41, mitochondrial-like Protein "
TC008166,875,990,918,1029,793,1025,"Lipoyl synthase, mitochondrial "
TC007335,4,4,1,6,2,3,ALX homeobox protein 1-like Protein 
TC008167,0,0,0,0,0,0,V-type proton ATPase subunit F 
TC007334,0,0,1,0,0,0,None
TC008169,5,8,1,11,14,20,None
TC008170,2,1,2,1,2,7,None
TC007333,49,65,57,47,90,130,None
ENSRNA022735596,1,4,1,2,1,3,tRNA-Lys for anticodon UUU
TC032829,1026,1103,1004,1238,1042,1275,Protein YIPF 
TC030546,226,227,223,230,142,181,Plancitoxin-1-like Protein 
TC007332,0,0,0,0,0,0,None
TC008172,4661,5152,5257,5316,4665,4815,Maelstrom 
TC007331,918,925,979,1224,973,1022,GILT-like protein F37H8.5 
TC008173,1948,1998,2016,1449,1202,1372,DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 
ENSRNA022735651,0,0,0,0,0,1,tRNA-Asn for anticodon GUU
TC008174,4,0,0,0,2,0,None
TC032830,645,725,693,1454,1186,1097,Paired box protein Pax-6-like Protein 
TC032831,75,63,84,110,126,134,None
TC032832,872,990,845,1892,1462,1419,Paired box protein Pax-6-like Protein 
TC007327,3014,3431,3345,3639,3507,4045,Zinc finger CCCH domain-containing protein 11A-like Protein 
TC008177,10704,10471,10122,11629,12011,11807,Malate dehydrogenase 
TC031105,4264,4926,5018,4677,4464,4478,None
TC007326,389,690,408,519,391,769,None
TC008180,544,527,561,583,494,543,None
TC008181,3855,3783,3932,4032,3698,4030,None
TC007325,597,573,605,684,623,714,Tyrosine-protein phosphatase 10D-like Protein 
TC007324,48855,49598,51663,58575,55326,56595,60S ribosomal protein L10a-2-like Protein 
TC008182,1144,1259,1343,1336,1193,1315,None
TC008184,202,199,196,173,169,172,None
TC008183,0,0,0,0,1,1,None
TC007323,0,0,0,0,0,0,None
TC007322,170,166,145,130,178,110,Cytochrome P450 6BQ12 
TC007321,411,327,399,114,319,228,Cytochrome P450 6BQ11 
TC007320,136,116,138,100,125,82,Cytochrome P450 6BQ10 
TC007317,5,11,7,0,3,7,Cytochrome P450 6BQ8 
TC007316,86,196,140,84,231,85,Cytochrome P450 6BQ7 
TC007315,7,8,5,4,10,5,Cytochrome P450 6BQ6 
TC032833,25,29,33,9,18,23,None
TC007311,13,17,11,9,12,8,Cytochrome P450 6BQ2 
TC007310,11,23,14,9,9,14,Cytochrome P450 6BQ1 
TC007309,32,29,20,16,17,25,None
TC008185,4177,4248,4256,3666,3618,3983,Uncharacterized protein CG43867-like Protein 
TC031106,421,468,406,468,391,521,Protein MEMO1-like Protein 
TC007308,11352,12363,11432,11329,11642,12487,Pecanex-like protein 1 
TC008186,1881,1960,1985,2128,1637,1519,Calcium-binding mitochondrial carrier protein Aralar1-like Protein 
TC007307,5,19,15,11,24,18,None
TC008187,7,4,4,0,4,10,None
TC007306,52,61,79,124,94,101,None
TC032834,53,57,61,67,62,58,None
TC007305,1022,1147,1103,922,1055,1013,Anoctamin 
TC007304,5509,5300,5409,5634,6290,6202,Calpain-B-like Protein 
TC007303,850,939,862,1023,1034,1058,Uridine diphosphate glucose pyrophosphatase-like Protein 
TC008188,6470,6466,6530,6448,6815,7296,Septin-2-like Protein 
TC032835,3519,3513,3534,3770,3133,3978,None
TC008189,943,1159,1043,1113,1050,1165,DNA-directed RNA polymerase III subunit RPC3-like Protein 
TC008190,12449,13343,13164,13167,13141,13770,"N-alpha-acetyltransferase 16, NatA auxiliary subunit-like Protein "
TC007300,460,538,496,639,630,748,None
TC007299,1537,1604,1640,1577,1571,1560,None
TC032836,331,365,350,385,313,393,None
TC007298,13243,14747,14690,15224,14961,14941,Mitogen-activated protein kinase kinase kinase-like Protein 
TC008191,2,2,3,4,1,3,Sensory neuron membrane protein 1-like Protein 
TC007297,375,375,390,416,370,709,Proton-coupled amino acid transporter 4-like Protein 
TC007296,1815,1655,1578,1599,1624,1723,None
TC007295,13538,14302,13707,13009,13758,11531,None
TC008192,8,15,8,6,10,11,None
TC007294,3,1,2,1,2,3,None
TC008193,1,1,2,1,2,3,None
TC008194,2,5,3,1,0,2,None
ENSRNA022735610,0,0,1,0,0,1,tRNA-Thr for anticodon CGU
TC007293,453,412,411,317,358,374,None
TC007292,2712,2715,2783,2934,2641,2508,Peptidylglycine alpha-hydroxylating monooxygenase-like Protein 
TC032837,0,3,0,1,2,1,None
TC008195,842,863,945,1202,1135,1122,Mitochondrial import inner membrane translocase subunit Tim9-like Protein 
TC031107,247,266,236,291,231,229,Histone-lysine N-methyltransferase setd3-like Protein 
TC008196,1,0,0,0,0,0,None
TC008197,3994,4361,4583,4399,6273,6377,None
TC007288,633,606,632,616,615,634,Histone-lysine N-methyltransferase setd3-like Protein 
TC008198,94,118,119,76,64,74,Nicotinic acetylcholine receptor subunit alpha5 
TC032838,11,33,27,18,18,25,Transient receptor potential channel pyrexia-like Protein 
TC007283,16085,16253,16035,14192,13755,14211,None
TC008201,238,260,280,260,269,263,None
TC007282,8038,8554,8133,11138,10059,10633,Protein transport protein Sec61 gamma-1 subunit-like Protein 
TC008202,29052,29205,30584,34549,33893,30268,Protein NPC2 homolog-like Protein 
TC008203,17,17,15,13,9,14,Protein NPC2 homolog-like Protein 
TC007281,1784,2009,1966,2009,1772,1755,Protein phosphatase Slingshot-like Protein 
TC032839,3425,3718,3641,4627,4656,4826,RUN domain-containing protein 1-like Protein 
TC008204,2364,2644,5644,7585,11565,4080,Dopamine N-acetyltransferase-like Protein 
TC007277,1357,1238,1239,1629,1218,1681,None
TC034658,336,340,342,455,354,469,DnaJ-like protein 60 
TC007276,2873,3187,2851,3288,3007,3341,None
TC008205,57,59,65,79,82,72,Endothelin-converting enzyme 1-like Protein 
TC007275,11,9,8,5,5,7,None
TC007274,41,37,49,47,62,61,None
TC007273,292,349,299,216,364,390,None
TC008206,168,192,252,181,408,363,None
TC031108,2,0,1,0,0,0,None
TC007272,54,46,50,25,55,65,None
TC030429,0,0,1,1,1,0,Odorant receptor 
TC030428,0,0,1,0,0,3,Odorant receptor 
TC030427,0,3,1,0,3,2,Odorant receptor 
TC030426,4,7,2,5,11,9,Odorant receptor 
TC007270,2,5,3,3,7,7,None
TC007269,18,37,27,40,26,55,None
TC007268,6,5,1,5,2,8,None
TC007267,153,209,247,310,446,563,None
TC007266,4602,4528,6155,7812,10209,6942,None
TC007265,1974,1908,2300,1854,3090,2204,None
TC007264,56,65,86,122,149,134,None
TC007263,9,18,15,17,19,19,Lipase 
TC007262,9,7,5,1,4,4,None
TC008207,0,0,0,0,0,0,None
TC008208,106,75,103,46,168,94,None
TC032841,14,12,13,0,4,7,None
TC031109,46,29,36,14,33,33,None
TC007261,2885,3035,3004,2607,3048,2784,None
TC034659,0,0,0,0,0,0,None
TC032842,148,118,129,135,166,144,None
TC008209,36,34,37,13,34,37,None
TC031110,0,0,0,0,0,0,None
TC032843,14,16,15,21,17,35,Sensory neuron membrane protein 1-like Protein 
TC032844,73,37,66,102,153,141,Sensory neuron membrane protein 1-like Protein 
TC032845,138,144,146,109,242,167,UDP-glucuronosyltransferase 
ENSRNA022735621,0,0,0,1,0,0,tRNA-Gln for anticodon UUG
TC032846,20,25,24,18,34,34,Opsin Rh3-like Protein 
TC032847,903,877,955,1104,1591,1149,None
TC007258,26344,25533,29244,31938,43040,18779,None
TC008211,25,19,25,31,33,16,None
TC007257,318,342,341,601,653,653,None
TC034660,0,0,0,0,0,0,None
TC032848,1969,2020,1740,2663,2463,3049,None
TC032849,27,28,14,22,12,26,None
TC032850,367,358,391,555,637,679,None
TC032851,2224,2128,1945,1917,2819,2531,None
TC007254,136,117,106,67,117,140,None
TC008212,21039,21847,21840,24700,26952,24854,None
TC007253,13666,13170,13779,15344,16724,18524,Fasciclin-2-like Protein 
TC008213,3,1,0,0,0,0,None
TC008214,0,1,1,7,1,0,None
TC032852,0,0,1,0,0,4,None
TC007252,602,782,731,1535,1355,1731,MD-2-related lipid-recognition protein-like Protein 
TC007251,1625,1815,1804,2284,1948,2235,N-alpha-acetyltransferase 20-like Protein 
